id_principal,name,date_enacted,year_enacted
C1957A00088,Air Force (Canteens) Act 1957,1957-12-12,1957
C1957A00051,Appropriation Act 1957-58,1957-11-06,1957
C1958A00032,Appropriation Act (No. 2) 1957-58,1958-05-21,1958
C1957A00052,Appropriation (Works and Services) Act 1957-58,1957-11-06,1957
C1958A00033,Appropriation (Works and Services) Act (No. 2) 1957-58,1958-05-21,1958
C1957A00038,Australian Wool Testing Authority Act 1957,1957-09-12,1957
C1957A00102,Christmas Island (Request and Consent) Act 1957,1957-12-13,1957
C1957A00083,Commonwealth Aid Roads (Special Assistance) Act 1957,1957-12-12,1957
C1957A00085,Commonwealth Police Act 1957,1957-12-12,1957
C1957A00099,Customs Tariff Validation Act 1957,1957-12-13,1957
C1957A00031,Dairying Industry Act 1957,1957-05-30,1957
C1957A00096,Diesel Fuel Tax Act (No. 1) 1957,1957-12-13,1957
C1957A00097,Diesel Fuel Tax Act (No. 2) 1957,1957-12-13,1957
C1957A00098,Diesel Fuel Taxation (Administration) Act 1957,1957-12-13,1957
C1957A00100,Excise Tariff Validation Act 1957,1957-12-13,1957
C1957A00103,Geneva Conventions Act 1957,1957-12-18,1957
C1957A00062,Income Tax and Social Services Contribution Act 1957,1957-11-21,1957
C1957A00066,Loan (Housing) Act 1957,1957-11-29,1957
C1957A00005,Loan (International Bank for Reconstruction and Development) Act 1957,1957-04-15,1957
C1957A00006,Loan (Qantas Empire Airways Limited) Act 1957,1957-04-15,1957
C1957A00067,Loan (War Service Land Settlement) Act 1957,1957-12-03,1957
C1957A00042,National Capital Development Commission Act 1957,1957-09-12,1957
C1957A00016,National Service Act 1957,1957-05-25,1957
C1957A00040,National Service Act (No. 2) 1957,1957-09-12,1957
C1957A00089,Native Members of the Forces Benefits Act 1957,1957-12-12,1957
C1957A00029,Norfolk Island Act 1957,1957-05-30,1957
C1957A00028,Norfolk Island Ordinances Act 1957,1957-05-30,1957
C1957A00090,Petroleum Search Subsidy Act 1957,1957-12-12,1957
C1957A00039,Salaries (Statutory Offices) Adjustment Act 1957,1957-09-12,1957
C1957A00059,States Grants Act 1957,1957-11-20,1957
C1957A00058,States Grants (Special Financial Assistance) Act 1957,1957-11-20,1957
C1957A00007,States Grants (Universities) Act 1957,1957-04-15,1957
C1957A00019,Supply Act 1957-58,1957-05-29,1957
C1957A00049,Supply Act (No. 2) 1957-58,1957-10-31,1957
C1957A00020,Supply (Works and Services) Act 1957-58,1957-05-29,1957
C1957A00050,Supply (Works and Services) Act (No. 2) 1957-58,1957-10-31,1957
C1957A00022,Wheat Research Act 1957,1957-05-30,1957
C1957A00021,Wheat Tax Act 1957,1957-05-30,1957
C1957A00026,Wool Research Act 1957,1957-05-30,1957
C1957A00023,Wool Tax Act (No. 1) 1957,1957-05-30,1957
C1957A00024,Wool Tax Act (No. 2) 1957,1957-05-30,1957
C1958A00070,Airlines Equipment Act 1958,1958-10-10,1958
C1958A00060,Appropriation Act 1958-59,1958-10-08,1958
C1959A00034,Appropriation Act (No. 2) 1958-59,1959-05-15,1959
C1958A00061,Appropriation (Works and Services) Act 1958-59,1958-10-08,1958
C1959A00035,Appropriation (Works and Services) Act (No. 2) 1958-59,1959-05-15,1959
C1958A00041,Christmas Island Act 1958,1958-09-02,1958
C1958A00069,Christmas Island Agreement Act 1958,1958-10-10,1958
C1958A00081,Civil Aviation (Damage by Aircraft) Act 1958,1958-10-10,1958
C1958A00078,Copper Bounty Act 1958,1958-10-10,1958
C1958A00079,Customs Tariff Validation Act 1958,1958-10-10,1958
C1958A00075,Dairy Produce Levy Act 1958,1958-10-10,1958
C1958A00073,Dairy Produce Research and Sales Promotion Act 1958 ,1958-10-10,1958
C1958A00056,Income Tax and Social Services Contribution Act 1958,1958-10-01,1958
C1958A00077,Loan Act 1958,1958-10-10,1958
C1958A00071,Loan (Australian National Airlines Commission) Act 1958,1958-10-10,1958
C1958A00050,Loan (Housing) Act 1958,1958-10-01,1958
C1958A00072,Loan (Qantas Empire Airways Limited) Act 1958,1958-10-10,1958
C1958A00051,Loan (War Service Land Settlement) Act 1958,1958-10-01,1958
C1958A00062,Migration Act 1958,1958-10-08,1958
C1958A00083,Railway Standardization (New South Wales and Victoria) Agreement Act 1958,1958-10-10,1958
C1958A00082,River Murray Waters Act 1958,1958-10-10,1958
C1958A00066,States Grants Act 1958,1958-10-08,1958
C1958A00008,States Grants (Additional Assistance) Act 1958,1958-05-12,1958
C1958A00054,States Grants (Special Financial Assistance) Act 1958,1958-10-01,1958
C1958A00027,States Grants (Universities) Act 1958,1958-05-21,1958
C1958A00034,Supply Act 1958-59,1958-05-21,1958
C1958A00035,Supply (Works and Services) Act 1958-59,1958-05-21,1958
C1958A00028,Western Australia Grant (Northern Development) Act 1958,1958-05-21,1958
C1958A00029,Wheat Acquisition (Undistributed Moneys) Act 1958,1958-05-21,1958
C1958A00059,Wheat Export Charge Act 1958,1958-10-02,1958
C1958A00058,Wheat Industry Stabilization Act 1958,1958-10-02,1958
C1959A00089,Airports (Business Concessions) Act 1959,1959-12-03,1959
C1959A00067,Appropriation Act 1959-60,1959-11-13,1959
C1960A00033,Appropriation Act (No. 2) 1959-60,1960-06-03,1960
C1959A00068,Appropriation (Works and Services) Act 1959-60,1959-11-16,1959
C1960A00034,Appropriation (Works and Services) Act (No. 2) 1959-60,1960-06-03,1960
C1959A00030,Australian Universities Commission Act 1959 ,1959-05-07,1959
C1959A00006,Banking Act 1959,1959-04-23,1959
C1959A00007,Banking (Transitional Provisions) Act 1959,1959-04-23,1959
C1959A00083,Canned Fruit (Sales Promotion) Act 1959,1959-12-02,1959
C1959A00081,Canning-Fruit Charge Act 1959,1959-12-02,1959
C1959A00082,Canning-Fruit Charge (Administration) Act 1959,1959-12-02,1959
C1959A00002,Civil Aviation (Carriers' Liability) Act 1959,1959-01-21,1959
C1959A00039,Commonwealth Aid Roads Act 1959,1959-05-22,1959
C1959A00005,Commonwealth Banks Act 1959,1959-04-23,1959
C1959A00094,Commonwealth Motor Vehicles (Liability) Act 1959,1959-12-04,1959
C1959A00096,Customs Tariff Validation Act 1959,1959-12-04,1959
C1959A00103,Defence Forces Retirement Benefits Act 1959,1959-12-04,1959
C1959A00097,Excise Tariff Validation Act 1959,1959-12-04,1959
C1959A00101,Export Payments Insurance Corporation Act (No. 2) 1959,1959-12-04,1959
C1959A00046,Housing Loans Guarantees (Australian Capital Territory) Act 1959,1959-05-22,1959
C1959A00047,Housing Loans Guarantees (Northern Territory) Act 1959,1959-05-22,1959
C1959A00071,Income Tax and Social Services Contribution Act 1959,1959-11-20,1959
C1959A00086,Income Tax and Social Services Contribution (Non-resident Dividends) Act 1959,1959-12-02,1959
C1959A00033,International Monetary Agreements Act 1959,1959-05-13,1959
C1959A00069,International Wheat Agreement Act 1959,1959-11-20,1959
C1959A00100,Loan Act 1959,1959-12-04,1959
C1959A00075,Loan (Housing) Act 1959,1959-12-01,1959
C1959A00061,Loan (Short-term Borrowings) Act 1959,1959-11-12,1959
C1959A00074,Loan (War Service Land Settlement) Act 1959,1959-12-01,1959
C1959A00104,Matrimonial Causes Act 1959,1959-12-16,1959
C1959A00028,Northern Territory (Administration) Act 1959,1959-04-30,1959
C1959A00060,Petroleum Search Subsidy Act 1959,1959-11-04,1959
C1959A00004,Reserve Bank Act 1959,1959-04-23,1959
C1959A00076,States Grants Act 1959,1959-12-01,1959
C1959A00077,States Grants (Special Assistance) Act 1959,1959-12-01,1959
C1959A00052,Statutory Declarations Act 1959,1959-05-22,1959
C1959A00036,Supply Act 1959-60,1959-05-15,1959
C1959A00037,Supply (Works and Services) Act 1959-60,1959-05-15,1959
C1960A00040,Airports (Surface Traffic) Act 1960,1960-06-10,1960
C1960A00081,Aluminium Industry Act 1960,1960-12-13,1960
C1960A00048,Antarctic Treaty Act 1960,1960-11-02,1960
C1960A00050,Appropriation Act 1960-61,1960-11-12,1960
C1961A00030,Appropriation Act (No. 2) 1960-61,1961-05-25,1961
C1960A00051,Appropriation (Works and Services) Act 1960-61,1960-11-17,1960
C1961A00035,Appropriation (Works and Services) Act (No. 2) 1960-61,1961-06-02,1961
C1960A00003,Australian National University Act 1960,1960-04-08,1960
C1960A00006,Cattle and Beef Research Act 1960 ,1960-05-10,1960
C1960A00007,Cattle Slaughter Levy Act 1960,1960-05-10,1960
C1960A00008,Cattle Slaughter Levy Collection Act 1960,1960-05-10,1960
C1960A00012,Colonial Light Dues Legislation Repeal Act 1960,1960-05-13,1960
C1960A00054,Customs Tariff (Canada Preference) 1960,1960-11-19,1960
C1960A00025,Customs Tariff (Federation of Rhodesia and Nyasaland Preference) 1960,1960-05-26,1960
C1960A00068,Defence Forces Special Retirement Benefits Act 1960,1960-12-07,1960
C1960A00005,Flax Industry Act Repeal Act 1960,1960-05-05,1960
C1960A00059,Income Tax and Social Services Contribution Act (No. 2) 1960,1960-11-25,1960
C1960A00087,Indus Basin Development Fund Agreement Act 1960,1960-12-14,1960
C1960A00021,International Development Association Act 1960,1960-05-26,1960
C1960A00014,International Monetary Agreements Act 1960,1960-05-14,1960
C1960A00086,Loan (Australian National Airlines Commission) Act 1960,1960-12-13,1960
C1960A00062,Loan (Housing) Act 1960,1960-11-25,1960
C1960A00078,Loan (Qantas Empire Airways Limited) Act 1960,1960-12-09,1960
C1960A00083,National Capital Development Commission Act 1960,1960-12-13,1960
C1960A00069,National Library Act 1960,1960-12-07,1960
C1960A00028,National Service (Discharge of Trainees) Act 1960,1960-05-26,1960
C1960A00011,Pollution of the Sea by Oil Act 1960,1960-05-13,1960
C1960A00102,Pyrites Bounty Act 1960,1960-12-15,1960
C1960A00017,Salaries (Statutory Offices) Adjustment Act 1960,1960-05-17,1960
C1960A00104,Snowy Mountains Hydro-electric Authority Act 1960,1960-12-15,1960
C1960A00016,State Grant (Special Assistance to South Australia) Act 1960,1960-05-17,1960
C1960A00060,States Grants (Special Assistance) Act 1960,1960-11-25,1960
C1960A00106,States Grants (Universities) Act 1960,1960-12-16,1960
C1960A00063,Sugar Agreement Act 1960,1960-11-30,1960
C1960A00037,Supply Act 1960-61,1960-06-08,1960
C1960A00038,Supply (Works and Services) Act 1960-61,1960-06-08,1960
C1960A00001,Taxation Administration Act 1960,1960-03-31,1960
C1960A00027,Telephonic Communications (Interception) Act 1960,1960-05-26,1960
C1960A00064,Weights and Measures (National Standards) Act 1960,1960-11-30,1960
C1960A00010,Whaling Act 1960,1960-05-13,1960
C1961A00058,Appropriation Act 1961-62,1961-10-24,1961
C1962A00054,Appropriation Act (No. 2) 1961-62,1962-05-29,1962
C1961A00059,Appropriation (Works and Services) Act 1961-62,1961-10-24,1961
C1962A00055,Appropriation (Works and Services) Act (No. 2) 1961-62,1962-05-29,1962
C1961A00049,Cattle Slaughter Levy (Suspension) Act 1961,1961-10-12,1961
C1961A00093,Coal Loading Works Agreement (New South Wales) Act 1961,1961-10-27,1961
C1961A00038,Commonwealth Serum Laboratories Act 1961,1961-06-02,1961
C1961A00018,Customs Tariff (Dumping and Subsidies) Act 1961,1961-05-15,1961
C1961A00097,Customs Tariff Validation Act 1961,1961-10-30,1961
C1961A00087,Defence Forces Retirement Benefits (Pension Increases) Act 1961,1961-10-27,1961
C1961A00034,Defence Pay Act 1961,1961-06-02,1961
C1961A00065,Explosives Act 1961,1961-10-24,1961
C1961A00044,Foot and Mouth Disease Act 1961,1961-08-30,1961
C1961A00031,Housing Agreement Act 1961,1961-05-25,1961
C1961A00095,Income Tax and Social Services Contribution Act 1961,1961-10-30,1961
C1961A00060,Loan (Housing) Act 1961,1961-10-24,1961
C1961A00012,Marriage Act 1961,1961-05-06,1961
C1961A00068,Northern Territory (Administration) Act 1961,1961-10-24,1961
C1961A00011,Northern Territory Supreme Court Act 1961,1961-05-05,1961
C1961A00090,Queensland Grant (Beef Cattle Roads) Act 1961,1961-10-27,1961
C1961A00092,Railway Agreement (Queensland) Act 1961,1961-10-27,1961
C1961A00067,Railway Agreement (Western Australia) Act 1961,1961-10-24,1961
C1961A00098,Railway Equipment Agreement (South Australia) Act 1961,1961-10-30,1961
C1961A00088,States Grants (Special Assistance) Act 1961,1961-10-27,1961
C1961A00086,Superannuation (Pension Increases) Act 1961,1961-10-27,1961
C1961A00036,Supply Act 1961-62,1961-06-02,1961
C1961A00037,Supply (Works and Services) Act 1961-62,1961-06-02,1961
C1961A00091,Western Australia Grant (Beef Cattle Roads) Act 1961,1961-10-27,1961
C1961A00025,Wine Overseas Marketing Act 1961,1961-05-19,1961
C1962A00064,Appropriation Act 1962-63,1962-11-19,1962
C1963A00013,Appropriation Act (No. 2) 1962-63,1963-05-24,1963
C1962A00065,Appropriation (Works and Services) Act 1962-63,1962-11-19,1962
C1963A00014,Appropriation (Works and Services) Act (No. 2) 1962-63,1963-05-24,1963
C1962A00076,Australian Capital Territory Electricity Supply Act 1962,1962-12-10,1962
C1962A00085,Australian War Memorial Act 1962,1962-12-14,1962
C1962A00103,Brigalow Lands Agreement Act 1962,1962-12-14,1962
C1962A00045,Coal Loading Works Agreement (Queensland) Act 1962,1962-05-28,1962
C1962A00081,Copper and Brass Strip Bounty Act 1962,1962-12-12,1962
C1962A00046,Dairying Industry Act 1962,1962-05-28,1962
C1962A00088,Derby Jetty Agreement Act 1962,1962-12-14,1962
C1962A00102,Gold Mines Development Assistance Act 1962,1962-12-14,1962
C1962A00105,Honey Industry Act 1962,1962-12-14,1962
C1962A00106,Honey Levy Act (No. 1) 1962,1962-12-14,1962
C1962A00107,Honey Levy Act (No. 2) 1962,1962-12-14,1962
C1962A00108,Honey Levy Collection Act 1962,1962-12-14,1962
C1962A00063,Income Tax and Social Services Contribution Act 1962,1962-11-05,1962
C1962A00015,Income Tax and Social Services Contribution (Provisional Tax) Act 1962,1962-03-28,1962
C1962A00053,International Wheat Agreement Act 1962,1962-05-28,1962
C1962A00019,Loan Act 1962,1962-04-06,1962
C1962A00079,Loan Act (No. 2) 1962,1962-12-12,1962
C1962A00017,Loan (Housing) Act 1962,1962-04-06,1962
C1962A00070,Loan (Housing) Act (No. 2) 1962,1962-11-24,1962
C1962A00024,Loan (International Bank for Reconstruction and Development) Act 1962,1962-05-10,1962
C1962A00059,Loan (Qantas Empire Airways Limited) Act 1962,1962-08-27,1962
C1962A00077,Northern Territory (Administration) Act 1962,1962-12-10,1962
C1962A00047,Processed Milk Products Bounty Act 1962,1962-05-28,1962
C1962A00104,Queensland Beef Cattle Roads Agreement Act 1962,1962-12-14,1962
C1962A00089,Repatriation (Special Overseas Service) Act 1962,1962-12-14,1962
C1962A00016,States Grants Act 1962,1962-04-06,1962
C1962A00020,States Grants (Additional Assistance) Act 1962,1962-04-09,1962
C1962A00058,States Grants (Additional Assistance) Act (No. 2) 1962,1962-08-23,1962
C1962A00068,States Grants (Special Assistance) Act 1962,1962-11-24,1962
C1962A00029,Sugar Agreement Act 1962,1962-05-21,1962
C1962A00030,Sulphate of Ammonia Bounty Act 1962,1962-05-21,1962
C1962A00056,Supply Act 1962-63,1962-05-29,1962
C1962A00057,Supply (Works and Services) Act 1962-63,1962-05-29,1962
C1962A00083,Western Australia Grant (Beef Cattle Roads) Act 1962,1962-12-12,1962
C1962A00080,Wheat Industry Stabilization Fund (Disposal) Act 1962,1962-12-12,1962
C1962A00099,Wool Industry Act 1962,1962-12-14,1962
C1963A00074,Air Accidents (Commonwealth Liability) Act 1963,1963-10-31,1963
C1963A00059,Appropriation Act 1963-64,1963-10-28,1963
C1964A00033,Appropriation Act (No. 2) 1963-64,1964-05-26,1964
C1963A00060,Appropriation (Works and Services) Act 1963-64,1963-10-28,1963
C1964A00034,Appropriation (Works and Services) Act (No. 2) 1963-64,1964-05-26,1964
C1963A00095,Blowering Water Storage Works Agreement Act 1963,1963-11-01,1963
C1963A00092,Canned Fruit Excise Act 1963,1963-10-31,1963
C1963A00089,Canned Fruits Export Marketing Act 1963,1963-10-31,1963
C1963A00100,Chowilla Reservoir Agreement Act 1963,1963-11-01,1963
C1963A00064,Crimes (Aircraft) Act 1963,1963-10-28,1963
C1963A00067,Currency Act 1963 ,1963-10-30,1963
C1963A00094,Customs Tariff Validation Act 1963,1963-10-31,1963
C1963A00081,Defence (Visiting Forces) Act 1963,1963-10-31,1963
C1963A00063,Disabled Persons Accommodation Act 1963,1963-10-28,1963
C1963A00070,Income Tax and Social Services Contribution Act 1963,1963-10-31,1963
C1963A00066,International Development Association (Additional Contribution) Act 1963,1963-10-30,1963
C1963A00050,International Organizations (Privileges and Immunities) Act 1963,1963-10-18,1963
C1963A00065,Loan Act 1963,1963-10-30,1963
C1963A00031,Loan (Australian National Airlines Commission) Act 1963,1963-05-31,1963
C1963A00006,Loan (Housing) Act 1963,1963-05-08,1963
C1963A00056,Loan (Housing) Act (No. 2) 1963,1963-10-28,1963
C1963A00032,Loan (Qantas Empire Airways Limited) Act 1963,1963-05-31,1963
C1963A00055,Loan (War Service Land Settlement) Act 1963,1963-10-18,1963
C1963A00099,Menindee Lakes Storage Agreement Act 1963,1963-11-01,1963
C1963A00027,Papua and New Guinea Act 1963,1963-05-30,1963
C1963A00078,Phosphate Fertilizers Bounty Act 1963 ,1963-10-31,1963
C1963A00015,Public Works Committee Act 1963,1963-05-24,1963
C1963A00086,Raw Cotton Bounty Act 1963,1963-10-31,1963
C1963A00098,River Murray Waters Act 1963,1963-11-01,1963
C1963A00036,States Grants (Additional Assistance) Act (No. 2) 1963,1963-08-30,1963
C1963A00076,States Grants (Special Assistance) Act 1963,1963-10-31,1963
C1963A00058,Stevedoring Industry Act 1963,1963-10-28,1963
C1963A00061,Submarine Cables and Pipelines Protection Act 1963,1963-10-28,1963
C1963A00025,Supply Act 1963-64,1963-05-28,1963
C1963A00026,Supply (Works and Services) Act 1963-64,1963-05-28,1963
C1963A00030,United States Naval Communication Station Agreement Act 1963,1963-05-31,1963
C1963A00068,Universities (Financial Assistance) Act 1963,1963-10-31,1963
C1963A00088,Vinyl Resin Bounty Act 1963,1963-10-31,1963
C1963A00087,Western Australia (Northern Development) Agreement Act 1963,1963-10-31,1963
C1963A00084,Wheat Export Charge Act 1963,1963-10-31,1963
C1963A00083,Wheat Industry Stabilization Act 1963,1963-10-31,1963
C1963A00062,Wine Overseas Marketing Act 1963,1963-10-28,1963
C1964A00073,Appropriation Act 1964-65,1964-11-03,1964
C1964A00122,Appropriation Act (No. 2) 1964-65,1964-11-24,1964
C1965A00015,Appropriation Act (No. 3) 1964-65,1965-05-28,1965
C1964A00074,Appropriation (Special Expenditure) Act 1964-65,1964-11-03,1964
C1965A00016,Appropriation (Special Expenditure) Act (No. 2) 1964-65,1965-05-28,1965
C1964A00056,Australian Institute of Aboriginal Studies Act 1964,1964-06-02,1964
C1964A00119,Broadcasting Stations Licence Fees Act 1964,1964-11-24,1964
C1964A00032,Commonwealth Aid Roads Act 1964,1964-05-26,1964
C1964A00065,Commonwealth Bureau of Roads Act 1964,1964-09-30,1964
C1964A00116,Crimes (Overseas) Act 1964,1964-11-23,1964
C1964A00128,Customs Tariff Validation Act 1964,1964-11-24,1964
C1964A00043,Dried Vine Fruits Contributory Charges Act 1964,1964-05-28,1964
C1964A00044,Dried Vine Fruits Contributory Charges (Collection) Act 1964,1964-05-28,1964
C1964A00042,Dried Vine Fruits Stabilization Act 1964,1964-05-28,1964
C1964A00051,Homes Savings Grant Act 1964,1964-05-28,1964
C1964A00069,Income Tax and Social Services Contribution Act 1964,1964-10-20,1964
C1964A00091,Law Officers Act 1964,1964-11-05,1964
C1964A00008,Live-stock Slaughter Levy Act 1964,1964-05-06,1964
C1964A00009,Live-stock Slaughter Levy Collection Act 1964,1964-05-06,1964
C1964A00117,Loan (Airlines Equipment) Act 1964,1964-11-23,1964
C1964A00085,Loan (Housing) Act 1964,1964-11-05,1964
C1964A00015,Loan (Qantas Empire Airways Limited) Act 1964,1964-05-06,1964
C1964A00086,Loan (War Service Land Settlement) Act 1964,1964-11-05,1964
C1964A00010,Meat Export Charge Repeal Act 1964,1964-05-06,1964
C1964A00007,Meat Industry Act 1964,1964-05-06,1964
C1964A00100,Meat Inspection Arrangements Act 1964,1964-11-20,1964
C1964A00045,Mint Employees Act 1964,1964-05-28,1964
C1964A00126,National Service Act 1964,1964-11-24,1964
C1964A00004,New South Wales Grant (Flood Mitigation) Act 1964,1964-04-23,1964
C1964A00075,Salaries (Statutory Offices) Adjustment Act 1964,1964-11-05,1964
C1964A00016,States Grants (Mental Health Institutions) Act 1964,1964-05-13,1964
C1964A00050,States Grants (Science Laboratories and Technical Training) Act 1964,1964-05-28,1964
C1964A00098,States Grants (Special Assistance) Act 1964,1964-11-18,1964
C1964A00127,States Grants (Water Resources) Act 1964,1964-11-24,1964
C1964A00035,Supply Act 1964-65,1964-05-26,1964
C1964A00036,Supply (Special Expenditure) Act 1964-65,1964-05-26,1964
C1964A00005,Tasmania Grant (Gordon River Road) Act 1964,1964-04-23,1964
C1964A00118,Television Stations Licence Fees Act 1964,1964-11-24,1964
C1964A00025,Wool Tax Act (No. 1) 1964,1964-05-26,1964
C1964A00026,Wool Tax Act (No. 2) 1964,1964-05-26,1964
C1964A00027,Wool Tax Act (No. 3) 1964,1964-05-26,1964
C1964A00028,Wool Tax Act (No. 4) 1964,1964-05-26,1964
C1964A00029,Wool Tax Act (No. 5) 1964,1964-05-26,1964
C1964A00030,Wool Tax (Administration) Act 1964,1964-05-26,1964
C1964A00031,Wool Tax Legislation Repeal Act 1964,1964-05-26,1964
C1965A00067,Appropriation Act (No. 1) 1965-66,1965-11-12,1965
C1965A00068,Appropriation Act (No. 2) 1965-66,1965-11-12,1965
C1966A00018,Appropriation Act (No. 3) 1965-66,1966-05-18,1966
C1966A00019,Appropriation Act (No. 4) 1965-66,1966-05-18,1966
C1965A00042,Butter Fat Levy Act 1965,1965-06-03,1965
C1965A00129,Butter Fat Levy Act (No. 2) 1965,1965-12-18,1965
C1965A00095,Currency Act 1965,1965-12-10,1965
C1965A00028,Customs Tariff 1965,1965-06-02,1965
C1965A00031,Customs Tariff Validation Act 1965,1965-06-02,1965
C1965A00113,Customs Tariff Validation Act (No. 2) 1965,1965-12-18,1965
C1965A00046,Dairy Produce Levy Repeal Act 1965,1965-06-03,1965
C1965A00054,Defence (Re-establishment) Act 1965,1965-06-07,1965
C1965A00010,Housing Loans Insurance Act 1965,1965-05-04,1965
C1965A00104,Income Tax Act 1965,1965-12-14,1965
C1965A00106,Income Tax (Non-resident Dividends) Act 1965,1965-12-14,1965
C1965A00002,Indus Basin Development Fund Supplemental Agreement Act 1965,1965-04-02,1965
C1965A00024,International Monetary Agreements Act 1965,1965-05-28,1965
C1965A00014,International Wheat Agreement (Extension) Act 1965,1965-05-21,1965
C1965A00013,Jury Exemption Act 1965,1965-05-18,1965
C1965A00055,Loan (Housing) Act 1965,1965-09-22,1965
C1965A00059,Loan (War Service Land Settlement) Act 1965,1965-10-06,1965
C1965A00075,Meat Research Act 1965,1965-11-25,1965
C1965A00052,National Service Act 1965,1965-06-07,1965
C1965A00115,Nauru Act 1965,1965-12-18,1965
C1965A00069,Northern Territory (Administration) Act 1965,1965-11-22,1965
C1965A00005,Parliamentary Presiding Officers Act 1965,1965-04-12,1965
C1965A00021,Poultry Industry Assistance Act 1965,1965-05-28,1965
C1965A00019,Poultry Industry Levy Act 1965,1965-05-28,1965
C1965A00020,Poultry Industry Levy Collection Act 1965,1965-05-28,1965
C1965A00088,States Grants Act 1965,1965-12-04,1965
C1965A00102,States Grants (Advanced Education) Act 1965,1965-12-13,1965
C1965A00027,States Grants (Petroleum Products) Act 1965,1965-06-02,1965
C1965A00093,States Grants (Research) Act 1965,1965-12-04,1965
C1965A00039,States Grants (Science Laboratories) Act 1965,1965-06-03,1965
C1965A00089,States Grants (Special Assistance) Act 1965,1965-12-04,1965
C1965A00041,States Grants (Technical Training) Act 1965,1965-06-03,1965
C1965A00066,Stevedoring Industry Act 1965,1965-10-08,1965
C1965A00017,Supply Act (No. 1) 1965-66,1965-05-28,1965
C1965A00018,Supply Act (No. 2) 1965-66,1965-05-28,1965
C1965A00085,Tobacco Marketing Act 1965,1965-12-04,1965
C1965A00111,Trade Practices Act 1965,1965-12-18,1965
C1965A00123,Weipa Development Agreement Act 1965,1965-12-18,1965
C1965A00023,Western Australia (South-west Region Water Supplies) Agreement Act 1965,1965-05-28,1965
C1965A00056,Wool Reserve Prices Plan Referendum Act 1965,1965-09-29,1965
C1966A00082,Agricultural Tractors Bounty Act 1966 ,1966-10-29,1966
C1966A00045,Appropriation Act (No. 1) 1966-67,1966-10-21,1966
C1966A00046,Appropriation Act (No. 2) 1966-67,1966-10-21,1966
C1967A00025,Appropriation Act (No. 3) 1966-67,1967-05-22,1967
C1967A00026,Appropriation Act (No. 4) 1966-67,1967-05-22,1967
C1966A00025,Asian Development Bank Act 1966,1966-05-24,1966
C1966A00033,Bankruptcy Act 1966,1966-06-01,1966
C1965A00134,Customs Tariff 1966 ,1965-12-18,1965
C1966A00001,Customs Tariff Validation Act 1966,1966-03-21,1966
C1966A00088,Customs Tariff Validation Act (No. 2) 1966,1966-10-29,1966
C1966A00087,Defence (Parliamentary Candidates) Act 1966,1966-10-29,1966
C1966A00075,Extradition (Commonwealth Countries) Act 1966,1966-10-29,1966
C1966A00076,Extradition (Foreign States) Act 1966,1966-10-29,1966
C1966A00030,Financial Agreement Act 1966,1966-05-24,1966
C1966A00024,Housing Agreement Act 1966,1966-05-21,1966
C1966A00051,Income Tax Act 1966,1966-10-26,1966
C1966A00052,Income Tax (Partnerships and Trusts) Act 1966,1966-10-26,1966
C1966A00016,International Wheat Agreement (Extension) Act 1966,1966-05-18,1966
C1966A00013,Loan Act 1966,1966-05-17,1966
C1966A00049,Loan Act (No. 2) 1966,1966-10-26,1966
C1966A00002,Loan (Airlines Equipment) Act 1966,1966-03-21,1966
C1966A00022,Loan (Defence) Act 1966,1966-05-19,1966
C1966A00006,Loan (Housing) Act 1966,1966-04-28,1966
C1966A00035,Loan (Housing) Act (No. 2) 1966,1966-09-12,1966
C1966A00059,Maintenance Orders (Commonwealth Officers) Act 1966,1966-10-29,1966
C1966A00065,National Debt Sinking Fund Act 1966,1966-10-29,1966
C1966A00078,Nitrogenous Fertilizers Subsidy Act 1966,1966-10-29,1966
C1966A00063,Senate Elections Act 1966,1966-10-29,1966
C1966A00089,States Grants (Advanced Education) Act 1966,1966-10-29,1966
C1966A00031,States Grants (Drought Assistance) Act 1966,1966-05-24,1966
C1966A00061,States Grants (Drought Assistance) Act (No. 2) 1966,1966-10-29,1966
C1966A00072,States Grants (Special Assistance) Act 1966,1966-10-29,1966
C1966A00020,Supply Act (No. 1) 1966-67,1966-05-18,1966
C1966A00021,Supply Act (No. 2) 1966-67,1966-05-18,1966
C1966A00029,Therapeutic Goods Act 1966,1966-05-24,1966
C1966A00039,Trade Practices Act 1966,1966-09-27,1966
C1966A00090,Universities (Financial Assistance) Act 1966,1966-10-29,1966
C1966A00081,Urea Bounty Act 1966,1966-10-29,1966
C1967A00066,Appropriation Act (No. 1) 1967-68,1967-10-31,1967
C1967A00067,Appropriation Act (No. 2) 1967-68,1967-10-31,1967
C1968A00020,Appropriation Act (No. 3) 1967-68,1968-05-22,1968
C1968A00021,Appropriation Act (No. 4) 1967-68,1968-05-22,1968
C1967A00049,Australian National Airlines Commission Equipment Act 1967,1967-05-26,1967
C1967A00027,Australian Tourist Commission Act 1967,1967-05-23,1967
C1967A00075,Bankruptcy (Validation) Act 1967,1967-11-06,1967
C1967A00104,Canberra College of Advanced Education Act 1967,1967-11-14,1967
C1967A00058,Commonwealth Prisoners Act 1967,1967-09-11,1967
C1967A00045,Customs Tariff Validation Act 1967,1967-05-25,1967
C1967A00099,Customs Tariff Validation Act (No. 2) 1967,1967-11-09,1967
